30,19.61
40,30.77
50,36.54
60,43.85
70,49.23
80,55.77
90,60.77
100,66.66
130,77.69
150,84.61
180,95.67
200,98.82
250,117.55
300,122
400,128
500,133
750,138.77
1000,138.77
3000,143.33
7000,143.33
90000,143.33
100000,143.33
150000,140
300000,137
400000,139
700000,129
1000000,127
1300000,113
1500000,108
1800000,101
2000000,96
2200000,88
2500000,81
3000000,70
3500000,65
4000000,58
5500000,44
8000000,35
9000000,30
10000000,26
15000000,20
